category,text
entertainment,wine comedy wins critics  award quirky comedy sideways was named the best film of the year by the los angeles film critics association.  the us movie also picked up four other accolades including best director for alexander payne and supporting actor for thomas haden church. british actress imelda staunton has again been recognised for her role in vera drake  winning best actress  while liam neeson won best actor for kinsey. the awards will be handed out on 13 january at a ceremony in las vegas.  sideways tells the story of two men who take a road trip through california s wine regions and also stars paul giamatti. virginia madsen was also named best supporting actress for her performance in the film. house of flying daggers  directed by yimou zhang  was named best foreign language film  while the animation award went to the incredibles. unusually  the runners-up in categories were also named with clint eastwood s million dollar baby just missing out on the best film award. the best director runner-up was martin scorsese for the aviator. a career achievement award will be handed to veteran actor and comic jerry lewis at the ceremony next year.
politics,cabinet anger at brown cash raid ministers are unhappy about plans to use whitehall cash to keep council tax bills down  local government minister nick raynsford has acknowledged.  gordon brown reallocated £512m from central to local government budgets in his pre-budget report on thursday. mr raynsford said he had held some  pretty frank discussions  with fellow ministers over the plans. but he said local governments had to deliver good services without big council tax rises.  the central government cash is part of a £1bn package to help local authorities in england keep next year s council tax rises below 5%  in what is likely to be a general election year.  mr raynsford said nearly all central government departments had an interest in well run local authorities. and he confirmed rows over the issue with ministerial colleagues.  obviously we had some pretty frank discussions about this   he told bbc radio 4 s the world at one. but he said there was a recognition that  a good settlement for local government  was important to health  education and  other government departments . ministers had to be sure local government could deliver without  unreasonable council tax increases   he added. mr raynsford dismissed a suggestion the move was designed to keep council taxes down ahead of an expected general election.   this is a response to the concerns that have been voiced by local government about the pressures they face.  mr raynsford also plans to make savings of £100m by making changes to local government pensions schemes. these would raise the age from which retiring workers could claim their pensions and limit how much they received if they retired early. he insisted the changes were  very modest  and designed to tackle the problem of workers retiring  very early . but general secretary of the public services union unison dave prentis criticised the plans.  if you want world class public services you don t get that by hitting people as they approach retirement.
politics,nuclear dumpsite  plan attacked plans to allow foreign nuclear waste to be permanently stored in the uk have been branded  deeply irresponsible  by the liberal democrats.  the government has confirmed intermediate level waste (ilw) that was to have been shipped back to its home countries will now be stored in the uk. the cash raised will go towards the uk s nuclear clean-up programme. but lib dem norman baker accused ministers of turning britain into a  nuclear dumpsite .  under current contracts  british nuclear fuels should return all but low level waste  but none has ever been sent back. in future  only highly-radioactive waste will be sent back to its country of origin  normally germany or japan  under armed guard. intermediate waste from countries such as japan  germany  spain  italy  switzerland and sweden will be stored permanently in the uk. at the moment  this waste is stored at sellafield  in cumbria  in the form of glass bricks  untreated liquid waste or solid material in drums. in a statement  the department of trade and industry said the new policy meant there would be a  sixfold reduction in the number of waste shipments to overseas countries . and it said highly-radioactive waste would be returned to its home country sooner  ensuring there would be no overall increase in radioactivity.  trade secretary patricia hewitt said the new arrangements  revealed in a commons written statement  would raise up to £680m for britain s nuclear clean-up programme  under the new nuclear decommissioning agency. but the move has been criticised by environmental groups and the liberal democrats. mr baker  the lib dem environment spokesman  said:  i have been warning for months that this would happen and raised it with government several times. but now our worst fears have been confirmed.  once again britain s environmental and health needs are being ignored in policies driven by the treasury and dti.  this is a terrible attempt to offload some of the £48bn cost of cleaning up nuclear sites.  the energy act was supposed to help britain clean up  but in order to pay for it we are becoming a nuclear dumpsite.  the nuclear industry is an economic  social and environmental millstone that hangs around britain s neck.
entertainment,csi shows give  unrealistic view  people have unrealistic expectations of forensic science thanks to the success of the csi tv shows  real experts say.  evidence submitted to forensic labs has shot up as a result of the programmes  at a time when many have large backlogs  science investigators claim. lawyers also fear the effect because jurors have a distorted view of how forensic evidence is used. the issue was discussed at a major science conference in washington dc. crime scene investigation (csi) and its spin-offs  csi: miami and csi: new york  have proven exceptionally popular with audiences on both sides of the atlantic.  each episode  a team of forensic investigators goes about solving a crime through the ingenious appliance of science - and the extensive resources at their disposal.  the csi effect is basically the perception of the near-infallibility of forensic science in response to the tv show   said max houck  who runs a forensic science graduate course at west virginia university  us.  this tv show comes on and everyone starts watching it - including the cops and prosecutors - and submissions to forensic laboratories go through the roof   he told the annual meeting of the american association for the advancement of science (aaas). the american forensics expert said there were roughly 200 000-300 000 backlogged dna samples in us labs. yet these constituted just 10% of the total test backlog  said dr houck. forensic pathologist dr patricia mcfeeley said she had started to see the show s influence in dealing with the families of victims.  what i find is that families now are more dissatisfied with the investigation than was previously the case   she explained.  for example  on television  the toxicology results are available almost instantaneously. but when people find out that it can take several months  they can find that very difficult.   dr mcfeeley added that the accuracy with which forensic investigators can determine time of death was far lower than most people s perceptions. the show s influence can follow forensic investigators all the way into the courtroom  making lawyers jittery.  prosecutors fear the csi effect with juries because  for example  they wonder:  why wasn t everything tested   well  in fact  not everything needs to be tested   dr houck explained.  defence attorneys also worry about the csi effect because they think that jurors come in and have this view of science as a juggernaut; this objective method that s always accurate.  however  he admitted the show had had positive as well as negative effects on the field.  my university course started with four graduates in 1999; we re now the largest major on campus - with 400 students   he said. dr houck added that there was an urgent need for better funding of forensic science at the university level:  there s more money spent in this country on holistic medicine than there is on forensic science research.
sport,wilkinson to lead england fly-half jonny wilkinson has been named as england s new rugby union captain for the three november tests.  the 25-year-old newcastle star takes over from lawrence dallaglio  who retired from internationals in august. england s acting head coach andy robinson said:  he is a natural leader  holds the respect of the squad and is a formidable talent on the pitch.  and he consistently demonstrates the energy and commitment i feel is essential to be captain of england.  robinson added:  there are several players in the squad i would feel comfortable in calling upon to be england captain but for me jonny is in every way the right player to take on this challenge.  captaincy offers a challenging environment for any player  especially following in the footsteps of lawrence dallaglio and before him the world cup captain  martin johnson.   but i am confident jonny has what it takes to do an outstanding job as we look ahead towards the next rugby world cup in france and i look forward to working with him.  wilkinson  who has scored 817 points in 52 internationals  kicked the winning drop-goal in the final seconds of extra-time in england s 2003 rugby world cup triumph against australia. but he then missed the entire 2004 six nations campaign while recuperating from shoulder surgery  before making his comeback for newcastle in the zurich premiership in august.  it s the ambition of so many players to one day be captain of england and today i have realised a dream   he said.  i m honoured andy wants me to be his captain  and to follow lawrence and martin means a lot to me as they are inspirational men who have given so much to england rugby over many years.   getting my first england cap against ireland six years ago was something i ll never forget because to play for your country is very special. taking on the captaincy is another important step in my career and i do so with immense pride.  wilkinson made his international debut in the 1998 six nations championship against ireland when he came off the bench to replace paul grayson.  he has been a regular in the england starting line-up ever since  played in all three lions tests in 2001 and all but one of england s games in the 2003 world cup. he becomes the 117th captain of england since fred stokes held the position in 1871. england s first autumn test is against canada on 13 november  followed by the visit of tri-nations champions south africa a week later and then a world cup re-match with australia.
sport,poll explains free-kick decision referee graham poll said he applied the laws of the game in allowing arsenal striker thierry henry s free-kick in sunday s 2-2 draw with chelsea.  keeper petr cech was organising his defensive wall when henry s quick free-kick flew in  which angered chelsea.  the whistle doesn t need to be blown. i asked henry  do you want a wall  . he said  can i take it please   he was very polite. i said  yes    said poll.  i deal with the laws of the game. i deal with fact.  poll added:  i gave the signal for him to take it. that s what he did.  the same thing happened when i refereed chelsea against west ham in an fa cup replay two years ago - when jimmy floyd hasselbaink scored - and i don t remember them complaining about that.  henry explained why he paused before striking the ball for the goal  which put arsenal 2-1 ahead.  henry told bbc radio five live:  the ref asked me if i wanted 10 yards or if i wanted to take it straight away and i said that i wanted to take it straight away. he said to me   go .  it looks a bit strange because i took my time. i was waiting for eidur gudjohnsen to move and give me some space.  at one point  he turned and that s when i tried it.  former referees  chief philip don backed poll s decision to allow the strike.  the advantage should go to the non-offending team. on this occasion it was arsenal   don told bbc radio five live.  referees have been told to ask the player  do you want to take the quick free-kick   or  do you want me to get the wall back 9.15 metres    if they say  quick   the referee tends to move away and allow the kick.  don was head of the referees for the premier league and revealed all clubs were informed of free-kick options.  we spoke to all the premier league clubs as well as all the football league clubs in the summer of 2003 explaining what the situation was   he added  we gave them the option of either the quick free-kick or the  ceremonial  free-kick. players and clubs were aware of what referees were doing.
entertainment,low-budget film wins cesar a film that follows a group of alienated youth in a paris suburb as they prepare to perform an 18th century play has won france s top cinema award.  l esquive earned a cesar prize for its director  tunisian-born abdellatif kechiche  and its young star  the 18-year-old actress sara forestier. it saw off competition from big-budget french epic  a very long engagement  and the box-office hit  the chorus. us film lost in translation won the award for best foreign feature. the wistful romantic comedy directed by sofia coppola has already won several awards  including an oscar for best screenplay in 2004. its late release in france made it a contender for this year s cesars.  the low-budget l esquive depicts the travails of a group of youth getting ready to perform a school play by the 18th-century dramatist  marivaux. the actors are mostly amateurs and the action is set in the impoverished suburbs of paris  home to thousands of immigrants from north africa and their children. kechiche said he made the film because he  wanted to show people we don t normally see at the cinema . a very long engagement  a world war i drama featuring audrey tautou  won five cesar awards. the chorus  a film about a schoolteacher who introduces an unruly classroom to the pleasures of classical singing  won two awards - for best music and best sound. us actor will smith  who won an honorary award at the ceremony  thanked his family and his  hero   nelson mandela  in his speech.
tech,have hackers recruited your pc  more than one million computers on the net have been hijacked to attack websites and pump out spam and viruses.  the huge number was revealed by security researchers who have spent months tracking more than 100 networks of remotely-controlled machines. the largest network of so-called zombie networks spied on by the team was made up of 50 000 hijacked home computers. data was gathered using machines that looked innocent but which logged everything hackers did to them.  the detailed look at zombie or  bot nets of hijacked computers was done by the honeynet project - a group of security researchers that gather information using networks of computers that act as  honey pots  to attract hackers and gather information about how they work. while  bot nets have been known about for some time  estimates of how widespread they are from security firms have varied widely.  to gather its information the german arm of the honeynet project created software tools to log what happened to the machines they put on the web. getting the machines hijacked was worryingly easy. the longest time a honeynet machine survived without being found by an automatic attack tool was only a few minutes. the shortest compromise time was only a few seconds. the research found that  once compromised machines tend to report in to chat channels on irc servers and wait instructions from the malicious hacker behind the tools used to recruit the machine. many well-known vulnerabilities in the windows operating system were exploited by  bot net controllers to find and take over target machines. especially coveted were home pcs sitting on broadband connections that are never turned off.  the months of surveillance revealed that the different  bot nets - which involve a few hundred to tens of thousands of machines - are used for a variety of purposes. many are used as relays for spam  to route unwanted adverts to pc users or as launch platforms for viruses. but the research team found that many are put to very different uses. during the monitoring period  the team saw  bot nets used to launch 226 distributed denial-of-service attacks on 99 separate targets. these attacks bombard websites with data in an attempt to overwhelm the target. using a  bot net of machines spread around different networks and nations makes such attacks hard to defend against. one ddos attack was used by one firm to knock its competitors offline. other  bot nets were used to abuse the google adsense program that rewards websites for displaying adverts from the search engine. some networks were used to abuse or manipulate online polls and games. criminals also seem to be starting to use  bot nets for mass identity theft  to host websites that look like those of banks so confidential information can be gathered and to peep into online traffic to steal sensitive data.  leveraging the power of several thousand bots  it is viable to take down almost any website or network instantly   said the researchers.  even in unskilled hands  it should be obvious that  bot nets are a loaded and powerful weapon.
business,winter freeze keeps oil above $50 oil prices carried on rising on wednesday after cold weather on both sides of the north atlantic pushed us crude prices to four-month highs.  freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on tuesday for the first time since november. declines in the dollar have also contributed to the rising oil price. us crude was trading at $51.39 at 0710 gmt in asian electronic trade on wednesday. a barrel of us crude oil closed up $2.80 at $51.15 in new york on tuesday. opec members said on tuesday that  given such high prices  the cartel saw no reason to cut its output.  although below last year s peak of $55.67 a barrel  which was reached in october  prices are now well above 2004 s average of $41.48. brent crude also rose in london trading  adding $1.89 to $48.62 at the close.  much of western europe and the north east of america has been shivering under unseasonably low temperatures in recent days. the decline in the us dollar to a five-week low against the euro has also served to inflate prices.  the primary factor is the weak dollar   said victor shum  a singapore-based analyst with purvin and gertz. expectations that a rebound in the dollar would halt the oil price rise were not immediately borne out on wednesday morning  as oil prices carried on upwards as the dollar strengthened against the euro  the pound and the yen.  several opec members said on tuesday that a cut in production was unlikely  citing rising prices and strong demand for oil from asia.  i agree that we do not need to cut supply if the prices are as much as this   fathi bin shatwan  libya s oil minister  told reuters.  i do not think we need to cut unless the prices are falling below $35 a barrel   he added.
business,bbc poll indicates economic gloom citizens in a majority of nations surveyed in a bbc world service poll believe the world economy is worsening.  most respondents also said their national economy was getting worse. but when asked about their own family s financial outlook  a majority in 14 countries said they were positive about the future. almost 23 000 people in 22 countries were questioned for the poll  which was mostly conducted before the asian tsunami disaster. the poll found that a majority or plurality of people in 13 countries believed the economy was going downhill  compared with respondents in nine countries who believed it was improving. those surveyed in three countries were split. in percentage terms  an average of 44% of respondents in each country said the world economy was getting worse  compared to 34% who said it was improving. similarly  48% were pessimistic about their national economy  while 41% were optimistic. and 47% saw their family s economic conditions improving  as against 36% who said they were getting worse.  the poll of 22 953 people was conducted by the international polling firm globescan  together with the program on international policy attitudes (pipa) at the university of maryland.  while the world economy has picked up from difficult times just a few years ago  people seem to not have fully absorbed this development  though they are personally experiencing its effects   said pipa director steven kull.  people around the world are saying:  i m ok  but the world isn t .  there may be a perception that war  terrorism and religious and political divisions are making the world a worse place  even though that has not so far been reflected in global economic performance  says the bbc s elizabeth blunt.  the countries where people were most optimistic  both for the world and for their own families  were two fast-growing developing economies  china and india  followed by indonesia. china has seen two decades of blistering economic growth  which has led to wealth creation on a huge scale  says the bbc s louisa lim in beijing. but the results also may reflect the untrammelled confidence of people who are subject to endless government propaganda about their country s rosy economic future  our correspondent says. south korea was the most pessimistic  while respondents in italy and mexico were also quite gloomy. the bbc s david willey in rome says one reason for that result is the changeover from the lira to the euro in 2001  which is widely viewed as the biggest reason why their wages and salaries are worth less than they used to be. the philippines was among the most upbeat countries on prospects for respondents  families  but one of the most pessimistic about the world economy. pipa conducted the poll from 15 november 2004 to 3 january 2005 across 22 countries in face-to-face or telephone interviews. the interviews took place between 15 november 2004 and 5 january 2005. the margin of error is between 2.5 and 4 points  depending on the country. in eight of the countries  the sample was limited to major metropolitan areas.
business,salary scandal in cameroon cameroon says widespread corruption in its finance ministry has cost it 1bn cfa francs ($2m; £1m) a month.  about 500 officials are accused of either awarding themselves extra money or claiming salaries for  non-existent  workers. prime minister ephraim inoni  who vowed to tackle corruption when he came to office last year  said those found guilty would face tough punishments. the scam is believed to have begun in 1994.  the prime minister s office said the alleged fraud was uncovered during an investigation into the payroll at the ministry. in certain cases  staff are said to have lied about their rank and delayed their retirement in order to boost their earnings. the prime minister s office said auditors had found  irregularities in the career structure of certain civil servants . it added that the staff in question  appear to have received unearned salaries  boosting the payroll .  fidelis nanga  a journalist based in the cameroon capital yaounde  said the government was considering taking criminal action against those found guilty and forcing them to repay any money owed.  the prime minister has given instructions for exemplary penalties to be meted out against the accused and their accomplices if found guilty   he told the bbc s network africa programme.  mr inoni launched an anti-corruption drive in december after foreign investors criticised a lack of transparency in the country s public finances. in one initiative designed to improve efficiency  civil servants who arrived late for work were locked out of their offices. the government now intends to carry out an audit of payrolls at all other government ministries. in a report compiled by anti-corruption body transparency international in 2003  graft was said to be  pervasive  in cameroon.
business,survey confirms property slowdown government figures have confirmed a widely reported slowdown of the uk s housing market in late 2004.  house prices were 11.8% higher on the year in the last quarter of 2004  down from 16.3% in the july-to-september quarter  the land registry said. the average house price in england and wales was £182 920  down from £187 971 in july-september. the volume of sales between october and december dropped by nearly a quarter from the same period in 2003. the government figures are the first official confirmation of falls in the market at the end of 2004. land registry figures are less up to date than those of banks and building societies  since they record completions not mortgage approvals. however  the figures are viewed as the most accurate measure of house prices as they include all property transactions  including cash sales.  the cost of buying a home fell in seven out of 10 regions between the third and fourth quarters of 2004.  the biggest annual gains were made in wales  where house prices were up by 23% in the fourth quarter. house prices rose the slowest in greater london  being up by 6%. in the capital  the volume of sales fell by 23% from 36 185 in 2003 to 28 041 for the same period in 2004. there was also a decline in the number of million-pound properties sold in the capital  with 436 properties over £1m sold compared to 469 for the same period in 2003. although the figures point to a slowdown in the market  the most recent surveys from nationwide and halifax have indicated the market may be undergoing a revival. after registering falls at the back end of 2004  halifax said house prices rose by 0.8% in january and nationwide reported a rise of 0.4% in the first month of the year. members of the bank of england s rate-setting committee will make their latest decision on interest rates on thursday.
politics,strike threat over pension plans millions of public service workers could strike if ministers scrap their final salary pension scheme and make them work longer  warn union leaders.  the cabinet office has confirmed it is reviewing the current pension system  prompting unions representing 4.5m workers to threaten united action. they believe the plans include raising the mandatory retirement age for public service workers from 60 to 65. the government says unions will be consulted before any changes are made.  it is thought the proposed overhaul  due on thursday  could mean pensions could be based on a  career average  salary. for each year served  staff currently get one eightieth of their highest salary in the final three years. ministers will be anxious to avoid mass strike action in the lead-up to the next general election  which is widely expected next may. in a statement on sunday  the cabinet office said it was reviewing the civil service pension scheme  and hoped to announce proposals soon.  unions will of course be consulted about any proposed changes.  public sector pension schemes need to remain affordable and sustainable. people are living longer and pensions are getting more expensive.  to maintain the long-term affordability of our pension scheme  the government announced in its green paper on pensions that pension age would rise from 60 to 65.  on monday  tony blair s official spokesman declined to say whether the prime minister backed the plans. he said:  what s important is that there s a process going on  it s out for consultation at the moment  let s wait for that process to complete itself.   there is already widespread anger over the chancellor s plans to get rid of more than 100 000 civil servants. now public service unions are united against the plans and the trades union congress is discussing the issue next monday. dave prentis  general secretary of unison  said changes to pension provisions for workers in the public sector would mean they had to pay in more but would still face a raw deal.  members working in the nhs or for local government have never had high pay or city bonuses  but they could look forward to a decent pension - now all that is being taken away   he said.  what really riles me is the breathtaking hypocrisy of mps who recently voted themselves the best pension scheme in europe  but say they can t afford it for anyone else.  this is a position that unison cannot accept and will oppose. it will lead to conflict between unison and the government  if not this year then next.   mr prentis said workers did not want to go on strike and called for talks between unions and the highest level of government. mark serwotka  from the public and commercial services union said there should be a co-ordinated one day strike unless there was a government rethink. the fire brigades union said the government was planning to cut ill health retirement benefits for firefighters and other measures to chip away at pensions. pensions officer paul woolstenholmes said:  the pensions of millions of public sector workers are under threat - apart from mps and judges who have the most generous pensions arrangements in the country.
sport,finnan says irish can win group steve finnan believes the republic of ireland can qualify directly for the world cup finals.  after saturday s superb display in the draw in paris  ireland face minnows the faroe islands in dublin on wednesday. the versatile finnan  who starred against the french  is confident the group is ireland s for the taking.  there is a chance for us now to go on  win our home games and why not win the group  even though it s a tough one   said the liverpool player. switzerland  ireland  france and israel are all now tied on five points from three matches - although the republic look to have a slight edge after claiming away draws in basel and paris.  in basel we did not play great football  but when you to go to these places the other teams are going to have the majority of the game.  in paris  we looked good throughout the team and a point was the least we deserved because we had a number of chances.   looking back  we had an opportunity to get the three points  but we are happy with a point and that will give us confidence going into wednesday s game.  on paper  we have got the toughest matches out of the way and we have set standards for ourselves.  automatic qualification is there. it would certainly be good to avoid a play-off  but on the back of a couple of good results i don t see why we can t win the group.  manager brian kerr was keen to mention the contribution of stephen carr and finnan on ireland s right flank at the stade de france. finnan s normal position is right-back but he looked assured in a more advanced position against the french.  as i play on the right for my club and being a natural right-back  it was something he (kerr) looked at because france play strongly down the left-hand side.  so i was happy to play and stephen carr and i enjoyed the game  particularly as the defence and midfield held together well and nullified their attacks.
tech,nuclear body seeks new tech the computer systems used to monitor the world s nuclear power installations are so outdated that they are hampering the work of inspectors.  a spokesman for the international atomic energy agency (iaea) said its current technology could allow key information to be overlooked as it was more than 20 years old. such systems are the only method of tracking nuclear material worldwide. the agency has appealed for more funds to update its hardware and software.  a major overhaul of the system is needed to allow inspectors immediate  secure online access to information   said project manager livio costantini.  iaea inspectors make around 3 000 visits a year to more than 900 nuclear facilities worldwide. they are there to verify official reports of activities in the plants  to carry out environmental checks  and also to look for any signs that nuclear material is being smuggled in or out of the facility.  the computer system inspectors currently use for comparing data from earlier visits  for instance  was built in the 1970s and largely paper based. an iaea spokesman said this was extremely inefficient and makes searching for anomalies like searching for a needle in a haystack. the organisation is aiming to start a system upgrade in november  aiming to provide inspectors in the field with secure online access to previous inspection data  design blueprints of nuclear facilities  even satellite images of the plant. where possible  it hopes to link the system with national records of the import and export of nuclear materials. further analysis of these could help spot potential smuggling activities or illicit technology transfers between countries  according to a spokesman.  computer specialist at the iaea  peter smith  would like to be able to incorporate state of the art visualisation techniques  more familiar to video games players  into the inspector s toolkit.  the commercials you now see have people are moving around in a virtual world   he said.  if we could have that on our laptops  we could be walking through the plant seeing  on the laptop  how the plant should look.  and if there s a door in the wall that is not on our laptop  then we have a problem.  the iaea estimates the total cost of the four-year project to upgrade its technology will be $40m. so far it has only received $11m from the us and the uk.  failure to replace the hardware and software  and to integrate fully all the information system components will carry large risks   said an agency statement.
entertainment,critics back aviator for oscars martin scorsese s the aviator will win best film at the oscars  according to the uk s leading movie critics.  but several of those surveyed by the bbc news website think the veteran film-maker will lose the best director prize to clint eastwood. most of the critics tipped jamie foxx and hilary swank to scoop best actor and actress for ray and million dollar baby respectively. the jury comprised experts and critics from the top uk film publications. the panel also revealed which nominees they would personally prefer to win.  all expect the aviator to win best film  but many think it will be a close race between scorsese s howard hughes biopic and eastwood s boxing drama million dollar baby. the other films nominated are wine comedy sideways  factual drama finding neverland  and ray charles biopic ray.   i m pretty sure this is the year of the aviator  though my own choice would be sideways   said the observer s philip french.  sideways should win but it doesn t have a hope   said jamie graham of total film  a position shared by film 2005 presenter jonathan ross.  the form going in to the oscars points to the aviator  but i liked million dollar baby more   said tim dams  news editor of trade weekly screen international.  five of the eight critics tipped scorsese to win best director  with mr dams  heat s charles gant and empire s angie errigo plumping for eastwood. sideway s alexander payne  ray s taylor hackford and british director mike leigh - nominated for period drama vera drake - are considered outsiders in this category.  up until recently i could have sworn scorsese would get it just for being scorsese   ms errigo told the bbc news website.  but i m beginning to think eastwood will get it.    i d be very happy for mike leigh to win  but i don t think he has any chance   said charles gant  film editor of heat. foxx s portrayal of ray charles has already seen him win prizes at the golden globes  baftas and screen actors guild awards. mr dams said this made him  out-and-out favourite  to be named best actor on oscar night.  everyone would be incredibly surprised if he didn t win   he said.  if you re a betting man  he s as close as you get to a certainty.   if paul giamatti was nominated for sideways it would be a different game   says total film s jamie graham.  but foxx will and should win.   with vera drake star imelda staunton nominated for best actress alongside kate winslet  britain has a good chance of victory - on paper. jonathan ross  for one  will be very happy if winslet wins for eternal sunshine of the spotless mind. but while wendy ide of the times still thinks staunton has a chance  heat s charles gant believes her bafta win will cut little ice with academy voters.  i d like staunton to win  but her chances are not that great   said mr gant  who predicted a second oscar for hilary swank.   i think swank will win   said mr french.  imelda has got as far as she s going to get playing that role.  staunton is also the personal choice of steven gaydos  executive editor of industry magazine variety. but while he tipped swank to win  he predicted it would be a close contest.  everything has the ability to flip by one vote and go the other way   he told the bbc news website.  there s not a sense that it s obvious how it s going to go.  meanwhile  thousands of people have voted in a bbc radio five live poll to find the best film never to have won a best picture oscar. the audience voted overwhelmingly for the shawshank redemption  the 1994 frank darabont tale of hope and humanity  which received 52% of the online votes and 68% of the text messages. the other two finalists  citizen kane and a matter of life and death split the remaining votes roughly equally. this year s academy awards will be shown in the uk by sky movies 1 at 0130 gmt on monday.  - tim dams  screen international: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.  - angie errigo  empire: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.  - philip french  the observer: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.  - charles gant  heat: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.  - steven gaydos  variety: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.  - jamie graham  total film: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.  - wendy ide  the times: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - imelda staunton.  - jonathan ross  film 2005: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.  - tim dams  screen international: film - million dollar baby; director - clint eastwood; actor - jamie foxx; actress - hilary swank.  - angie errigo  empire: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.  - philip french  the observer: film - sideways; director - martin scorsese; actor - jamie foxx; actress - imelda staunton.  - charles gant  heat: film - sideways; director - mike leigh; actor - jamie foxx; actress - imelda staunton.  - steven gaydos  variety: film - million dollar baby; director - clint eastwood; actor - don cheadle; actress - imelda staunton.  - jamie graham  total film: film - sideways; director - alexander payne; actor - jamie foxx; actress - hilary swank.  - wendy ide  the times: film - sideways; director - alexander payne; actor - don cheadle; actress - imelda staunton.  - jonathan ross  film 2005: film - sideways; director - clint eastwood; actor - jamie foxx; actress - kate winslet.
politics,blair  up for it  ahead of poll tony blair says his personal standing in the eyes of voters will be  an issue  in the general election.  the prime minister said he was  up for it  as the country waits to go to the polls  possibly in a matter of weeks. he told the observer government life was a  constant barrage of attack  but said he would not stay in charge if he felt unable to contribute. mr blair also spoke of meeting many people across the country with concerns about the compensation culture.  he said britain was in danger of needless panic over public safety issues.  speaking amid a flurry of pre-election campaigning  the prime minister said:  i am an issue  i always will be. whoever is the prime minister will be.  he added:  if you are afraid to take criticism  you should go and do another job.  asked if he would quit as leader if he felt like a liability to labour  he said:  it s important always not to do the job unless you feel you have something to contribute.  whether he still had something to offer  he said  was a judgement for people to make. mr blair s assessment is likely to be seen as a signal that replacing him would not bring an upsurge in fortunes for the labour administration.  his comments come as the co-chairman of the conservative party  liam fox  on saturday called him  a disappointment of historic proportions  as a prime minister. mr blair said he had learned from a series of at times tough encounters with members of the public  during question and answer sessions across the country in recent weeks. he pledged to clamp down on britain s growing compensation culture  which has brought concerns that doctors  teachers and other professionals are being hampered in their work by the fear of frivolous lawsuits.   i was quite shocked to be told by people who were running a nursery that they were worried about letting the kids out into the playground when it was wet in case one of them slipped and fell and they ended up having a legal case [against them]   he said.   we have got to look at a way of getting people protection on that.  mr blair said the government was also looking at  how to make sure that legal aid is not abused with actions against doctors and others   as part of a review being carried out by the lord chancellor s department. and there should be  real debate  about the risk posed by public safety threats  he said.  we are in danger of - depending on whatever is the media campaign of the day - ending up spending literally hundreds  sometimes millions of pounds meeting quite a small risk.   his comments come after the government announced it is to spend £200m on drugs to treat a possible outbreak of bird flu  and the sudan 1 food scare. meanwhile  commons leader peter hain has warned that on the campaign trail he has seen  dangerous complacency  being displayed by labour voters convinced of a general election victory. if labour voters  stayed at home  in marginal seats they could see tory leader michael howard  coming in the back door to number 10 with the tradesman s key to number 10  getting into power   he added.
entertainment,rocker doherty in on-stage fight rock singer pete doherty has been involved in a fight with his band s guitarist at their biggest gig to date.  babyshambles played for 5 000 fans at london s brixton academy on tuesday. the former libertines singer traded blows with guitarist patrick walden. they were separated and bundled off stage before returning to end the set. the show was earlier held up due to audience overcrowding. on monday doherty faced blackmail and robbery charges in court  which he denies. he is out on £50 000 bail and the judge agreed to extend his 2200 gmt curfew deadline by two hours so he could play the brixton gig.  babyshambles  which he formed after his acrimonious departure from the libertines  played a warm-up show at the garage  north london  on monday. on tuesday  doherty and his three bandmates were introduced to the crowd by mick jones  the former clash guitarist who produced the libertines  second album. babyshambles took the stage to a frenzied reception at 2200 gmt  launching into their last single  killamangiro  which reached number eight in december. but the group had to stop during the next song to persuade fans not to push forward and allow security guards to pull people out of the crush. doherty appealed to fans to calm down  saying:  there s a few people getting hurt down the front  you ve got to move back.   the music resumed minutes later but after several more songs  the singer appeared to accidentally disconnect walden s guitar  leading the pair to trade kicks and punches. bouncers stepped in and the band left the stage  but returned after five minutes and finished their 50-minute performance with no further trouble. doherty  25  had to be home by midnight to observe the curfew  which is one of the conditions of his bail. on monday  the judge agreed to allow him to perform on condition that requests for changes to his bail terms were  not too regular an occurrence . the singer was arrested with fellow musician alan wass on 2 february after an alleged dispute with documentary-maker max carlish at a london hotel. they are next due in court on 18 april.
